Headline,Body ID,Stance 
"A message from Jim's mom, Diane Foley:",1120,unrelated
Saudi cleric says snowmen are anti-Islamic,35,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,1923,discuss
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,167,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2070,unrelated
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1295,unrelated
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,1869,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1040,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,524,unrelated
Is Kim Jong-un Opening North Korean Restaurant in Scotland?,551,unrelated
"Video showing American journalist beheaded believed real, officials and family say",1336,agree
Mexico finds 4 more graves at site of suspected student massacre,1740,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,419,discuss
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,17,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,137,unrelated
Alleged audio of Michael Brown shooting released,1648,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1904,discuss
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",858,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",938,unrelated
KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,322,agree
Audio of gunfire in Michael Brown case authenticated by app company,132,unrelated
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,658,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1266,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1950,agree
CNN Plays Alleged Recording of Michael Brown Shooting,1435,unrelated
Dog abandoned at Scotland train station with suitcase,1269,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1301,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,533,unrelated
A Mass Grave Points to a Student Massacre in Mexico,1912,discuss
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1338,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,60,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,1786,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",986,unrelated
James Foley remembered as 'brave and tireless' journalist,1351,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",2152,unrelated
Small Meteorite Hits Managua,1594,disagree
Texas plumber's truck on front line of Syria war,1019,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1271,unrelated
Islamic State fighters training to fly captured jets — watchdog,524,unrelated
Islamic State claims to have beheaded American journalist,1679,discuss
Isilkulskom student has gained superhero powers after shock,1628,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1372,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',950,unrelated
Vigilantes cut off alleged rapist's penis,1709,discuss
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,344,unrelated
Kim Jong-un So Fat He Injured His Ankles,2087,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,2152,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,1368,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1896,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,633,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,625,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,968,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",227,discuss
New Audio Allegedly Captures Moment Michael Brown Was Shot,121,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1234,unrelated
After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,1442,unrelated
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,2087,unrelated
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1681,unrelated
"Don't forget to tip...especially if you spend $300,000",1839,unrelated
Knightscope Security Robots Are Keeping Microsoft Campuses Safe (and They Look Really Scary),572,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1481,unrelated
More American Weapons for ISIS,1120,discuss
NBC weatherman caught urinating in the woods live on air,527,unrelated
The Apple Watch has a low-power mode that only tells the time,425,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,1808,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,2248,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1517,agree
Mexican cartel leader kills self; bodies in grave not missing students,712,unrelated
British Aid Worker Confirmed Murdered By ISIS,1127,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1009,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,919,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1251,unrelated
Hopeless romantic BURNS DOWN college sports hall after fireworks proposal stunt fails,1651,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,524,unrelated
Was The Batmobile Stolen In Detroit?,1538,discuss
Former PGA Tour player: Tiger Woods suspended for drug test failure,225,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",1500,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2156,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1498,unrelated
6 Islamist militants killed in US attack in Somalia,1361,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,626,unrelated
Isis militants claim to have killed US journalist James Foley,1009,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,1572,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1036,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1021,discuss
"And finally: Apple Watch to launch 9 March with 100,000 apps",1939,unrelated
"Planetary Alignment Decrease Gravity Hoax on Jan 4, 2015: ‘Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness’ in January is Totally Bogus",1260,unrelated
Missing Mexican students 'not found in mass grave',761,unrelated
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",508,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",632,discuss
"Audio captured at time of Michael Brown shooting, company says",1776,disagree
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,320,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1649,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1574,unrelated
"Pizza delivery man gets $2,000 tip",2122,agree
Report: Christian Bale Just Bailed on the Steve Jobs Movie,286,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),571,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,844,unrelated
Alleged audio of Michael Brown shooting released,1267,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1168,discuss
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1427,disagree
Video Purports to Show Beheading of American Journalist,539,unrelated
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,1221,unrelated
Speeding Up ‘Seinfeld’ For Younger Viewers,1686,unrelated
Audio recording allegedly captures moment Michael Brown was shot,346,unrelated
ISIS Beheads American Journalist,1361,unrelated
ISIL allegedly kills US journalist in video,2047,discuss
US officials: Video shows American's execution,1905,unrelated
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,1412,agree
This Guy Paid Off His Parents’ Mortgage For Christmas,988,agree
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",26,unrelated
Islamic State claims it executed American photojournalist James Foley,1034,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1501,agree
Christian Bale to play Steve Jobs in upcoming biopic,1296,unrelated
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1933,agree
Sushi lover's entire body left riddled with WORMS after eating contaminated sashimi,156,agree
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,938,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1267,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1746,unrelated
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1001,discuss
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1836,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,1628,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1982,discuss
ISIL militant 'Jihadi John' named by media,1780,discuss
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1586,unrelated
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1551,agree
Mystery man slaps shoppers around head for sneezing,459,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1289,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,2115,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1939,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,298,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,459,unrelated
Alleged audio of Michael Brown shooting released,2149,discuss
Audio recording allegedly captures moment Michael Brown was shot,1289,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,258,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",570,unrelated
Iraqi social-media rumors claim IS leader slain,35,unrelated
Boston.com retracts claim about racist email from professor,1266,unrelated
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",979,unrelated
Microsoft's Silicon Valley campus now guarded by Daleks,1577,unrelated
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,562,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,1107,unrelated
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,571,unrelated
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1013,discuss
Kim Jong-Un planning Scottish restaurant,846,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1385,unrelated
Meteorite strike in Nicaragua puzzles experts,1867,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2133,discuss
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1358,agree
Who Should Play Steve Jobs Now That Christian Bale Quit?,2211,agree
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1689,unrelated
The rats eat Prada at Vogue NY office,585,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",704,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,715,discuss
You're Not Going to Become Weightless on January 4th,1625,unrelated
Apple Watch mass production kicks off in January: Report,1056,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,527,unrelated
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1406,discuss
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1294,unrelated
Founding Fathers-Era Time Capsule Found in Boston,1442,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,744,discuss
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",34,unrelated
US officials: Video shows American's execution,2096,discuss
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1213,unrelated
Could Kim Jong Un open a restaurant in Scotland?,1535,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,964,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',2268,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2039,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2234,agree
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,35,unrelated
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",839,discuss
"'See you Monday': N.L. man keeps Facebook promise to police, turns himself in  Read more: http://www.ctvnews.ca/canada/see-you-monday-n-l-man-keeps-facebook-promise-to-police-turns-himself-in-1.2206960#ixzz3QEDaSGxU",2164,agree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1461,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1439,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,1803,unrelated
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,1831,discuss
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1890,discuss
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,936,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,1828,discuss
"In Kim Jong Un's absence, his sister may rule. Or not.",2266,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",254,unrelated
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",242,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,882,unrelated
"No, there aren’t any Ebola cases in Iraq",1355,agree
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1506,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",313,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1438,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1885,unrelated
"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",86,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1731,unrelated
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",1848,disagree
"So, There Might Be a Rat Infestation at Vogue",713,discuss
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2115,unrelated
ISIS video showing beheading triggers international response,2241,discuss
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,2061,disagree
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,1840,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,1597,agree
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",125,unrelated
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1545,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,704,unrelated
The news of Cesar Millan's death is false,837,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2254,unrelated
Daash Ebola transferred to Mosul {Google Translate],2180,disagree
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",2045,unrelated
Not coming to a store near you: The pumpkin spice condom,2058,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1077,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",80,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1708,unrelated
Christian Bale won't play Steve Jobs,1131,discuss
Amazon's first brick-and-mortar store said to open in Manhattan,467,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,75,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1515,agree
CNN audio: Is this the moment Michael Brown was shot?,2234,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,2154,discuss
See the Crater a Meteorite Made in Nicaragua,345,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",650,unrelated
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1939,unrelated
Report—Jose Canseco accidentally shot at his home tonight,186,unrelated
"Islamic State leader's family detained by Lebanon, officials say",691,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1938,unrelated
Somali terrorist leader dead after US airstrike,2268,unrelated
Rumors of ISIS leader's death debunked,518,unrelated
"Tour, agent: Tiger Woods not banned",1417,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1789,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,527,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1926,discuss
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1921,unrelated
ESPN to save NFL's image with all-male domestic abuse discussion,2137,disagree
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,975,unrelated
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1936,disagree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2109,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1034,unrelated
Lebanon detains wife and son of Al-Baghdadi,703,disagree
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1786,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],646,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2070,unrelated
White House Fence Jumper Pushed Past Female Guard,508,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1786,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,855,unrelated
Isilkulskom student has gained superhero powers after shock,1459,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,503,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1648,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",87,unrelated
Boko Haram denies it has agreed ceasefire,1540,discuss
Lebanon 'holding IS leader's daughter and ex-wife',682,unrelated
"Suspected meteorite leaves crater in Managua, is linked to asteroid",649,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1646,unrelated
Audio may have captured Michael Brown shooting,1435,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1104,agree
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",2147,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1737,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2252,unrelated
Priest' claim of seeing God as a woman dismissed as hoax,1303,agree
Christian Bale to play Steve Jobs in upcoming biopic,1939,unrelated
REPORT: Apple's Watch Will Come In 2 Storage Sizes,409,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",77,unrelated
Missing Planes,1575,unrelated
Apple Watch battery will require nightly charging,2002,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1921,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,167,unrelated
Video messaging service verifies timing of CNN audio recording,2020,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,676,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,240,discuss
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2127,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1939,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',2067,agree
White House fence-jumper made it far deeper into building than previously known,1804,unrelated
For sale: Tiger's former island in Sweden,1954,unrelated
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1349,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,344,unrelated
Founding Fathers-Era Time Capsule Found in Boston,851,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2191,discuss
ISIS Seemingly Beheaded American Journalist James Wright Foley,1786,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",115,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,867,unrelated
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1361,unrelated
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,disagree
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,137,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1646,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,125,unrelated
Spider burrowed through tourist's stomach and up into his chest,1880,disagree
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,691,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,321,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,62,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2175,unrelated
"This boy nearly died, now he has a superpower like Marvel’s Magneto",1433,agree
Michelle Obama’s face blurred by Saudi state television,2251,unrelated
"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",829,unrelated
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",690,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,267,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",1732,discuss
Saudi cleric condemns snowmen as anti-Islamic,1857,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,30,unrelated
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1148,unrelated
Vogue's new digs are reportedly swarming with rats,725,unrelated
ISIS fighters ‘have contracted Ebola’,1669,discuss
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,1883,unrelated
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",93,unrelated
Man Severed Penis That Failed To Impress Girls,827,agree
Apple Watch battery will require nightly charging,932,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,1821,disagree
Another American hostage at risk by Islamic state,533,unrelated
Jordan king cites Clint Eastwood in revenge vow,1789,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,186,unrelated
WTC rats scare off Anna Wintour,1940,unrelated
Gateway Pundit,1263,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2197,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,524,unrelated
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1042,unrelated
Has Ebola infected Isis militants in Mosul?,1461,unrelated
Seth Rogen to play Woz in Jobs biopic,723,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1258,agree
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1466,discuss
Nigeria Boko Haram blamed for raids despite truce claim,171,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1251,agree
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,1336,unrelated
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',693,unrelated
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,862,agree
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1549,unrelated
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2125,unrelated
China: Satirical site warns citizens over name choices,1987,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1883,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1913,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,104,unrelated
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,1524,discuss
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",40,unrelated
Islamic State claims to have beheaded American journalist,11,unrelated
ISIS Getting Ebola,938,discuss
Claim: Comcast Got Complaining Customer Fired From His Job,2034,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport,817,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,137,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,524,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1885,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1541,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2268,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1040,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1579,discuss
Watch: US marine survives Taliban sniper headshot in Afghanistan,1734,agree
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1498,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,1934,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1906,unrelated
Utah Man Hospitalized After Winning Eggnog Chugging Contest,741,agree
"In New York City, Marijuana May Mean Ticket, Not Arrest",2163,discuss
Doubts cast over Nicaragua meteorite claim,757,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1515,discuss
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",748,unrelated
"Batmobile stolen in Detroit? Good one, joker!",1529,discuss
ISIS Militants Allegedly Contracted Ebola,1347,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2192,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1648,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1708,unrelated
Mexico checks if 43 missing students in mass grave,761,unrelated
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2256,unrelated
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2104,unrelated
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",2154,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1857,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",687,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,11,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1040,unrelated
Two blokes dared to eat 20-year-old burger for charity,568,unrelated
Tiger Woods selling Swedish villa — island included,1802,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,821,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1427,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1515,agree
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,808,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1981,agree
Report: Secret Service Lied About White House Fence Jumper,1840,discuss
Rumors about Fidel Castro’s death again circulate on the Internet,244,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,968,unrelated
‘Photo of slain IS leader’ reported to be doctored,1921,unrelated
